83.4,13.22,86.78
83.5,12.11,87.89
83.6,12.62,87.38
83.7,12.11,87.89
83.8,11.52,88.48
83.9,11.95,88.05
84,11.75,88.25
84.1,11.93,88.07
84.2,11.57,88.43
84.3,11.73,88.27
84.4,11.68,88.32
84.5,11.97,88.03
84.6,11.6,88.4
84.7,11.15,88.85
84.8,11.2,88.8
84.9,12.21,87.79
85,11.63,88.37
85.1,11.12,88.88
85.2,10.93,89.07
85.3,11.13,88.87
85.4,11,89
85.5,10.75,89.25
85.6,10.29,89.71
85.7,10.27,89.73
85.8,10.55,89.45
85.9,10.5,89.5
86,10.9,89.1
86.1,10.6,89.4
86.2,10.47,89.53
86.3,10.36,89.64
86.4,10.4,89.6
86.5,10.14,89.86
86.6,10.16,89.84
86.7,10.03,89.97
86.8,10.34,89.66
86.9,9.86,90.14
87,9.22,90.78
87.1,9.49,90.51
87.2,9.26,90.74
87.3,9.1,90.9
87.4,9.4,90.6
87.5,9.29,90.71
87.6,9.21,90.79
87.7,9.63,90.37
87.8,8.96,91.04
87.9,9.28,90.72
88,9.05,90.95
88.1,9.05,90.95
88.2,8.58,91.42
88.3,8.86,91.14
88.4,8.88,91.12
88.5,8.91,91.09
88.6,8.89,91.11
88.7,8.21,91.79
88.8,8.75,91.25
88.9,8.27,91.73
89,8.22,91.78
89.1,8.47,91.53
89.2,8.49,91.51
89.3,7.89,92.11
89.4,7.8,92.2
89.5,7.67,92.33
89.6,7.54,92.46
89.7,7.54,92.46
89.8,7.94,92.06
89.9,7.66,92.34
90,7.58,92.42
90.1,7.59,92.41
90.2,7.18,92.82
90.3,6.83,93.17
90.4,7.58,92.42
90.5,6.92,93.08
90.6,6.9,93.1
90.7,6.76,93.24
90.8,7.17,92.83
90.9,7.06,92.94
91,6.62,93.38
91.1,6.95,93.05
91.2,6.34,93.66
91.3,6.6,93.4
91.4,6.65,93.35
91.5,6.59,93.41
91.6,6.12,93.88
91.7,6.35,93.65
91.8,6.36,93.64
91.9,6.1,93.9
92,5.59,94.41
92.1,5.69,94.31
92.2,5.53,94.47
92.3,6.43,93.57
92.4,5.7,94.3
92.5,5.42,94.58
92.6,5.48,94.52
92.7,5.79,94.21
92.8,5.59,94.41
92.9,5.13,94.87
93,5.4,94.6
93.1,4.98,95.02
93.2,5.44,94.56
93.3,4.83,95.17
93.4,4.83,95.17
93.5,4.81,95.19
93.6,4.48,95.52
93.7,4.77,95.23
93.8,4.72,95.28
93.9,4.52,95.48
94,4.64,95.36
94.1,4.49,95.51
94.2,4.58,95.42
94.3,4.11,95.89
94.4,4.19,95.81
94.5,4.22,95.78
94.6,4.01,95.99
94.7,3.89,96.11
94.8,3.89,96.11
94.9,3.65,96.35
95,3.65,96.35
95.1,3.8,96.2
95.2,3.38,96.62
95.3,3.82,96.18
95.4,3.56,96.44
95.5,3.45,96.55
95.6,3.15,96.85
95.7,3.07,96.93
95.8,3.35,96.65
95.9,3.3,96.7
96,2.98,97.02
96.1,2.85,97.15
96.2,3.03,96.97
96.3,2.63,97.37
96.4,2.51,97.49
96.5,2.48,97.52
96.6,2.58,97.42
96.7,2.35,97.65
96.8,2.18,97.82
96.9,2.53,97.47
97,2.21,97.79
97.1,2.13,97.87
97.2,2.21,97.79
97.3,2,98
97.4,2.15,97.85
97.5,1.84,98.16
97.6,2.08,97.92
97.7,1.71,98.29
97.8,1.66,98.34
97.9,1.68,98.32
98,1.31,98.69
98.1,1.51,98.49
98.2,1.27,98.73
98.3,1.3,98.7
98.4,1.32,98.68
98.5,1.23,98.77
98.6,0.91,99.09
98.7,1.02,98.98
98.8,0.99,99.01
98.9,0.82,99.18
99,0.69,99.31
99.1,0.71,99.29
99.2,0.57,99.43
99.3,0.51,99.49
99.4,0.44,99.56
99.5,0.53,99.47
99.6,0.35,99.65
99.7,0.19,99.81
99.8,0.14,99.86
99.9,0.06,99.94
100,0,100
